Titre,Description,Horaires ISO,Horaires détaillés,Dernière date,Lieu: Nom,Lieu: Adresse,Lieu: Ville,Lieu: Code postal,Lieu: Latitude,Lieu: Longitude
Concert & repas de soutien: Roms dans la guerre en Ukraine,♫♫♫,2025-04-10T19:00:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 19:00 ⤏ 22:30,jeudi 10 avril 2025,La Dar Centre Social Autogéré,"127, rue d'Aubagne 13006 Marseille",Marseille,13006,43.293333,5.382115
DESCARGAS CUBANAS #4,♫♫♫,2025-04-10T19:00:00+02:00 -> 2025-04-10T22:00:00+02:00,jeudi 10 avril 2025 - 19:00 ⤏ 22:00,jeudi 10 avril 2025,Club 27,"27, rue d'Anvers13004 Marseille",Marseille,13004,43.303056,5.395165
Jam du BDE de Musicologie d’Aix,♫♫♫,2025-04-10T19:00:00+02:00 -> 2025-04-10T22:00:00+02:00,jeudi 10 avril 2025 - 19:00 ⤏ 22:00,jeudi 10 avril 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
"Swinging Papy's",♫JAZZ♫,2025-04-10T19:30:00+02:00 -> 2025-04-10T23:59:00+02:00,jeudi 10 avril 2025 - 19:30 ⤏ 23:59,jeudi 10 avril 2025,"L'arlequin","1, rue Missiri 13013 Marseille",Marseille,13014,43.355711,5.410335
LocoMuerte kami no ikari Rising All Star,♫TRASH PUNK METAL♫,2025-04-10T19:30:00+02:00 -> 2025-04-10T23:00:00+02:00,jeudi 10 avril 2025 - 19:30 ⤏ 23:00,jeudi 10 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Jam open Mic / Concert,♫♫♫,2025-04-10T20:00:00+02:00 -> 2025-04-11T01:00:00+02:00,jeudi 10 avril 2025 - 20:00 ⤏ 01:00,jeudi 10 avril 2025,Bar de La Plaine,"57 Place Jean Jaurès, 13005 Marseille",Marseille,13005,43.293987,5.386669
Les jeudis Jam Sessions,♫♫♫,2025-04-10T20:00:00+02:00 -> 2025-04-10T23:00:00+02:00,jeudi 10 avril 2025 - 20:00 ⤏ 23:00,jeudi 10 avril 2025,Le Grand Comptoir,"5675 Rte d'Avignon, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.547722,5.428232
Kind of Jazz,♫JAZZ SOUL♫,2025-04-10T20:00:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 20:00 ⤏ 22:30,jeudi 10 avril 2025,Pizze & Sfizi,"153, rue Sainte 13007 Marseille",Marseille,13007,43.290652,5.366592
YSEULT,♫♫♫,2025-04-10T20:00:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 20:00 ⤏ 22:30,jeudi 10 avril 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
The Heartbeats,♫♫♫,2025-04-10T20:00:00+02:00 -> 2025-04-10T22:00:00+02:00,jeudi 10 avril 2025 - 20:00 ⤏ 22:00,jeudi 10 avril 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
LES SALES MAJESTÉS + Guest,♫PUNK♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T23:59:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 23:59,jeudi 10 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
"MIKE PACHELLI TRIO / JACKIE'S GUITAR PROJECT",♫♫♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T23:30:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 23:30,jeudi 10 avril 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
STONY STONE + AJNA + EKLOZ,♫RAP HIP-HOP♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T23:30:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 23:30,jeudi 10 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
Fabien Brassac Duo,♫POP ROCK BLUES♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T23:00:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 23:00,jeudi 10 avril 2025,"L'Abbaye Bar à Bière","60 avenue de la grande begude, 13770 Venelles",Venelles,13770,43.588568,5.477656
Mr Apollo (acoustique),♫♫♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T23:00:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 23:00,jeudi 10 avril 2025,oliver Pub,"50 Rue Gaston de Flotte, 13012 Marseille",Marseille,13012,43.296779,5.427545
NOURA MINT SEYMALI TRIO,♫♫♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 22:30,jeudi 10 avril 2025,Cité de la musique,4 rue Bernard du Bois 13001 Marseille,Marseille,13232,43.301517,5.375629
Dominique A,♫♫♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 22:30,jeudi 10 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Duo Klezmer,♫♫♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 22:30,jeudi 10 avril 2025,Bistrot Baya,23 bd National 13001 Marseille,Marseille,13001,43.302229,5.386899
Trio NÓTA,♫♫♫,2025-04-10T20:30:00+02:00 -> 2025-04-10T22:30:00+02:00,jeudi 10 avril 2025 - 20:30 ⤏ 22:30,jeudi 10 avril 2025,La Salle Musicatreize,"53 rue Grignan, 13006 Marseille",Marseille,13006,43.291709,5.375849
SABB ET CABALE,♫ELECTRO♫,2025-04-10T21:00:00+02:00 -> 2025-04-10T23:59:00+02:00,jeudi 10 avril 2025 - 21:00 ⤏ 23:59,jeudi 10 avril 2025,"L'avant Scène",170 Chemin Saint Michel  13400 Aubagne,Aubagne,13400,43.292635,5.572444
SPLEEN / COLD STRESS / INSOMINDS,♫Hardcore♫,2025-04-10T21:00:00+02:00 -> 2025-04-10T23:59:00+02:00,jeudi 10 avril 2025 - 21:00 ⤏ 23:59,jeudi 10 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
"Perreoland by DJ Lina présente, Calle pero Elegante",♫♫♫,2025-04-10T21:30:00+02:00 -> 2025-04-11T01:30:00+02:00,jeudi 10 avril 2025 - 21:30 ⤏ 01:30,jeudi 10 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
Trae Joly,♫DJ SET batida/bouillon/bass musuc ♫,2025-04-10T22:30:00+02:00 -> 2025-04-11T01:30:00+02:00,jeudi 10 avril 2025 - 22:30 ⤏ 01:30,jeudi 10 avril 2025,La Mer Veilleuse,"18 place Notre-Dame du Mont, 13006 Marseille",Marseille,13006,43.291893,5.383991
RÉSIDENCE APPLAUSE: Rebequita,♫♫♫,2025-04-10T23:00:00+02:00 -> 2025-04-11T02:00:00+02:00,jeudi 10 avril 2025 - 23:00 ⤏ 02:00,jeudi 10 avril 2025,Les Réformés,125 LA CANEBIÈRE 13001 Marseille,Marseille,13001,43.298532,5.382909
Groove Or Nothing : Mika Sardou + Vassalo,♫CLUBBING♫,2025-04-10T23:55:00+02:00 -> 2025-04-11T06:00:00+02:00,jeudi 10 avril 2025 - 23:55 ⤏ 06:00,jeudi 10 avril 2025,Baby Club,"2 rue André Poggioli, 13006 Marseille",Marseille,13006,43.293548,5.385247
Madame Loyal,♫♫♫,2025-04-11T19:00:00+02:00 -> 2025-04-12T05:00:00+02:00,vendredi 11 avril 2025 - 19:00 ⤏ 05:00,vendredi 11 avril 2025,parc chanot,Rond point du Prado 13008 Marseille,Marseille,13008,43.272517,5.391509
MILONGA UNDERGROUND À LA SOCIALE + POWER TANGO TRIO,♫♫♫,2025-04-11T19:00:00+02:00 -> 2025-04-11T23:00:00+02:00,vendredi 11 avril 2025 - 19:00 ⤏ 23:00,vendredi 11 avril 2025,Casa Consolat,"1 rue consolat, 13001 Marseille",Marseille,13001,43.299627,5.386099
FLATMATES 205 / LE CAROGNE / DIRTEEZ,♫♫♫,2025-04-11T19:00:00+02:00 -> 2025-04-11T22:30:00+02:00,vendredi 11 avril 2025 - 19:00 ⤏ 22:30,vendredi 11 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
Basilic Swing,♫JAZZ MANOUCHE♫,2025-04-11T19:00:00+02:00 -> 2025-04-11T22:00:00+02:00,vendredi 11 avril 2025 - 19:00 ⤏ 22:00,vendredi 11 avril 2025,Club 27,"27, rue d'Anvers13004 Marseille",Marseille,13004,43.303056,5.395165
Mehtoze,♫DJ SET AFTER WORK♫,2025-04-11T19:00:00+02:00 -> 2025-04-11T21:00:00+02:00,vendredi 11 avril 2025 - 19:00 ⤏ 21:00,vendredi 11 avril 2025,Boisson soiffe,8 rue Lafayette 13301 Marseille,Marseille,13001,43.300122,5.381681
Anniversaire Radio Chourmo avec Le Massilia Reggae Club,♫♫♫,2025-04-11T19:30:00+02:00 -> 2025-04-11T23:59:00+02:00,vendredi 11 avril 2025 - 19:30 ⤏ 23:59,vendredi 11 avril 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
"Blue Men's Field",♫JAZZY LOUNGE♫,2025-04-11T19:30:00+02:00 -> 2025-04-11T22:00:00+02:00,vendredi 11 avril 2025 - 19:30 ⤏ 22:00,vendredi 11 avril 2025,Le Cloître,20 bd madeleine rémusat 13013 Marseille,Marseille,13013,43.335634,5.423801
SIGURD,♫OPÉRA♫,2025-04-11T20:00:00+02:00 -> 2025-04-11T23:00:00+02:00,vendredi 11 avril 2025 - 20:00 ⤏ 23:00,vendredi 11 avril 2025,Opéra de Marseille,"2 Rue Molière, 13001 Marseille",Marseille,13001,43.293627,5.376049
REALO,♫RAP♫,2025-04-11T20:00:00+02:00 -> 2025-04-11T23:00:00+02:00,vendredi 11 avril 2025 - 20:00 ⤏ 23:00,vendredi 11 avril 2025,"l'affranchi","212 bd de St Marcel, 13011 Marseille",Marseille,13011,43.286447,5.467589
Johnny Barrel Country Band,♫♫♫,2025-04-11T20:00:00+02:00 -> 2025-04-11T23:00:00+02:00,vendredi 11 avril 2025 - 20:00 ⤏ 23:00,vendredi 11 avril 2025,Les 9 Salopards,"2, rue Crudère 13006 Marseille",Marseille,13000,43.294137,5.383754
Festival en soutien à la Dar,♫♫♫,2025-04-11T20:30:00+02:00 -> 2025-04-12T00:30:00+02:00,vendredi 11 avril 2025 - 20:30 ⤏ 00:30,vendredi 11 avril 2025,La Dar Centre Social Autogéré,"127, rue d'Aubagne 13006 Marseille",Marseille,13006,43.293333,5.382115
NIGHT FEVER / JAD,"♫Tribute DISCO & FUNK 70,s & 80,s♫",2025-04-11T20:30:00+02:00 -> 2025-04-11T23:59:00+02:00,vendredi 11 avril 2025 - 20:30 ⤏ 23:59,vendredi 11 avril 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
Dealers of Swing,♫♫♫,2025-04-11T20:30:00+02:00 -> 2025-04-11T23:30:00+02:00,vendredi 11 avril 2025 - 20:30 ⤏ 23:30,vendredi 11 avril 2025,la Caravelle,"34 quai du Port, 13002 Marseille",Marseille,13002,43.296497,5.371989
Don Simon,♫PIANO♫,2025-04-11T20:30:00+02:00 -> 2025-04-11T23:30:00+02:00,vendredi 11 avril 2025 - 20:30 ⤏ 23:30,vendredi 11 avril 2025,Mundart,"70-72 rue de la Joliette, 13002 Marseille",Marseille,13002,43.303087,5.369629
Tessina / Glitch,♫♫♫,2025-04-11T20:30:00+02:00 -> 2025-04-11T23:00:00+02:00,vendredi 11 avril 2025 - 20:30 ⤏ 23:00,vendredi 11 avril 2025,Espace musical Hyperion,"2 bis, avenue Maréchal Foch, 13004 Marseille",Marseille,13004,43.301667,5.397709
THE EXCITEMENTS,♫♫♫,2025-04-11T20:30:00+02:00 -> 2025-04-11T22:00:00+02:00,vendredi 11 avril 2025 - 20:30 ⤏ 22:00,vendredi 11 avril 2025,"Théâtre de l'Oeuvre","1 rue Mission de France, 13001 Marseille",Marseille,13001,43.298167,5.380119
ChROnOlogy PARtY,♫CLUBBING♫,2025-04-11T21:00:00+02:00 -> 2025-04-12T04:00:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 04:00,vendredi 11 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
FOLKS FESTIVAL #2,♫♫♫,2025-04-11T21:00:00+02:00 -> 2025-04-12T02:00:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 02:00,vendredi 11 avril 2025,"L'Embobineuse","11 Boulevard Bouès, 13003 Marseille",Marseille,13003,43.311271,5.383129
Animals Industry: Hors-Serie 1.2,♫♫♫,2025-04-11T21:00:00+02:00 -> 2025-04-12T02:00:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 02:00,vendredi 11 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
Mamillaria &,♫DJ SET♫,2025-04-11T21:00:00+02:00 -> 2025-04-12T01:30:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 01:30,vendredi 11 avril 2025,Massilia Pub,"3, rue Crudère, 13006 Marseille",Marseille,13006,43.294277,5.383839
Miaule Mort - Jul Giaco - Blmr - Revolver Klub,♫♫♫,2025-04-11T21:00:00+02:00 -> 2025-04-12T01:00:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 01:00,vendredi 11 avril 2025,"L'intermediaire","63 Place Jean Jaurès, 13006 Marseille",Marseille,13006,43.293997,5.386567
Mares,♫♫♫,2025-04-11T21:00:00+02:00 -> 2025-04-11T23:30:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 23:30,vendredi 11 avril 2025,Latté,"16, rue de l'Evêché, 13002 Marseille",Marseille,13002,43.298167,5.366009
Fayaz Duo,♫♫♫,2025-04-11T21:00:00+02:00 -> 2025-04-11T23:30:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 23:30,vendredi 11 avril 2025,Black Stone,"10 Boulevard Gustave Ganay, 13009 Marseille",Marseille,13009,43.265517,5.398888
Dominant Funktion,♫FUNK♫,2025-04-11T21:00:00+02:00 -> 2025-04-11T23:30:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 23:30,vendredi 11 avril 2025,La Voie Maltée,"7 Rue Crudère, 13006 Marseille",Marseille,13006,43.294387,5.384089
JONAS BASSI,♫POP ROCK♫,2025-04-11T21:00:00+02:00 -> 2025-04-11T23:00:00+02:00,vendredi 11 avril 2025 - 21:00 ⤏ 23:00,vendredi 11 avril 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
ANALOG DAKAR CLUB,♫♫♫,2025-04-11T21:30:00+02:00 -> 2025-04-12T02:00:00+02:00,vendredi 11 avril 2025 - 21:30 ⤏ 02:00,vendredi 11 avril 2025,La Dame du Mont,"30-32 Place Notre Dame Du mont, 13006 Marseille",Marseille,13006,43.291527,5.384469
Hutte Festival Previews,♫Reggae/Dub - Deep tech - Trance Psy - Dubstep♫,2025-04-11T22:00:00+02:00 -> 2025-04-12T04:00:00+02:00,vendredi 11 avril 2025 - 22:00 ⤏ 04:00,vendredi 11 avril 2025,Le Chapiteau,"38 Traverse Notre Dame de Bon Secours, 13003 Marseille",Marseille,13003,43.314757,5.386469
"SO RUFF, SO TUFF x IKSE SOUND SYSTEM",♫♫♫,2025-04-11T22:30:00+02:00 -> 2025-04-12T04:30:00+02:00,vendredi 11 avril 2025 - 22:30 ⤏ 04:30,vendredi 11 avril 2025,ateliers Jeanne Barret,5 Bd de Sévigné 13015 Marseille,Marseille,13015,43.31987,5.369913
Dancehall Nation UNDER CONSTRUCTION,♫♫♫,2025-04-11T22:30:00+02:00 -> 2025-04-12T03:30:00+02:00,vendredi 11 avril 2025 - 22:30 ⤏ 03:30,vendredi 11 avril 2025,Makeda,"103 rue Ferrari, 13005 Marseille",Marseille,13005,43.293709,5.391759
Betty Wesh,♫DJ SET house/danse/electro♫,2025-04-11T22:30:00+02:00 -> 2025-04-12T02:30:00+02:00,vendredi 11 avril 2025 - 22:30 ⤏ 02:30,vendredi 11 avril 2025,La Mer Veilleuse,"18 place Notre-Dame du Mont, 13006 Marseille",Marseille,13006,43.291893,5.383991
Twk8bday - Twerkistan Fête Ses 8 Ans !,♫♫♫,2025-04-11T23:00:00+02:00 -> 2025-04-12T05:00:00+02:00,vendredi 11 avril 2025 - 23:00 ⤏ 05:00,vendredi 11 avril 2025,Cabaret Aleatoire,"41 rue jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Urban Culture: Thug Dance & Nasrat,♫♫♫,2025-04-11T23:00:00+02:00 -> 2025-04-12T05:00:00+02:00,vendredi 11 avril 2025 - 23:00 ⤏ 05:00,vendredi 11 avril 2025,Vice Versa,"40 Rue des Trois Rois, 13006 Marseille",Marseille,13006,43.293819,5.384958
Vassalo + Jami + Likeavirgile,♫CLUBBING♫,2025-04-11T23:55:00+02:00 -> 2025-04-12T06:00:00+02:00,vendredi 11 avril 2025 - 23:55 ⤏ 06:00,vendredi 11 avril 2025,Baby Club,"2 rue André Poggioli, 13006 Marseille",Marseille,13006,43.293548,5.385247
Journée des musicien.nes amateurs,♫♫♫,2025-04-12T14:00:00+02:00 -> 2025-04-12T21:00:00+02:00,samedi 12 avril 2025 - 14:00 ⤏ 21:00,samedi 12 avril 2025,Conservatoire Pierre Barbizet,"2 place Carli, 13001 Marseille",Marseille,13001,43.29575,5.382833
Festival des harmonies du 13 #4,♫♫♫,2025-04-12T16:00:00+02:00 -> 2025-04-12T20:30:00+02:00,samedi 12 avril 2025 - 16:00 ⤏ 20:30,samedi 12 avril 2025,Conservatoire de Marseille,"1 place Auguste Carli , 13001 Marseille",Marseille,13001,43.295771,5.382919
Festival en soutien à la Dar,♫♫♫,2025-04-12T18:00:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 18:00 ⤏ 23:59,samedi 12 avril 2025,La Dar Centre Social Autogéré,"127, rue d'Aubagne 13006 Marseille",Marseille,13006,43.293333,5.382115
Beat makers meetings: Pak Djeen,♫♫♫,2025-04-12T18:00:00+02:00 -> 2025-04-12T20:30:00+02:00,samedi 12 avril 2025 - 18:00 ⤏ 20:30,samedi 12 avril 2025,Kako Records,"18 Rue Roger Brun, 13006 Marseille",Marseille,13005,43.286438,5.39087
Madame Loyal,♫♫♫,2025-04-12T19:00:00+02:00 -> 2025-04-13T05:00:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 05:00,samedi 12 avril 2025,parc chanot,Rond point du Prado 13008 Marseille,Marseille,13008,43.272517,5.391509
Grande soirée Ma.MA,♫♫♫,2025-04-12T19:00:00+02:00 -> 2025-04-13T02:00:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 02:00,samedi 12 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
Oldskool Party,♫CLUBBING♫,2025-04-12T19:00:00+02:00 -> 2025-04-13T02:00:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 02:00,samedi 12 avril 2025,La Place des Canailles (Les Dock Village),10 place de la Joliette 13002 Marseille,Marseille,13002,43.305526,5.366147
ApéroMix Radio Galère,♫♫♫,2025-04-12T19:00:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 23:59,samedi 12 avril 2025,Friche belle de mai,"41 rue Jobin, 13003 Marseille",Marseille,13003,43.310467,5.390088
"DJ SET OPÉRATION COUP D'POING : Vic & Zach",♫DJ SET♫,2025-04-12T19:00:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 23:59,samedi 12 avril 2025,Bar de La Plaine,"57 Place Jean Jaurès, 13005 Marseille",Marseille,13005,43.293987,5.386669
"Course Poursuite et Pollen Session présentent Rahewl, Nathan Hégo et a. Savage",♫♫♫,2025-04-12T19:00:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 23:00,samedi 12 avril 2025,La Fabulerie,"10 bd garibaldi, 13001 Marseille",Marseille,13001,43.296709,5.380989
LEGIONS / DECEATES,♫METAL♫,2025-04-12T19:00:00+02:00 -> 2025-04-12T22:30:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 22:30,samedi 12 avril 2025,Leda Atomica Musique,"63 Rue St Pierre, 13005 Marseille",Marseille,13005,43.293167,5.389719
Black Ball Boogie,"♫Rock'n'Roll, Boogie Woogie♫",2025-04-12T19:00:00+02:00 -> 2025-04-12T22:00:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 22:00,samedi 12 avril 2025,Club 27,"27, rue d'Anvers13004 Marseille",Marseille,13004,43.303056,5.395165
Jules Henriel,♫♫♫,2025-04-12T19:00:00+02:00 -> 2025-04-12T20:30:00+02:00,samedi 12 avril 2025 - 19:00 ⤏ 20:30,samedi 12 avril 2025,Boisson soiffe,8 rue Lafayette 13301 Marseille,Marseille,13001,43.300122,5.381681
Tribute Slipknot / Linkin Park / Korn,♫♫♫,2025-04-12T19:30:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 19:30 ⤏ 23:59,samedi 12 avril 2025,"jas'rod","1506 Avenue du Capitaine de Corvette Paul Brutus, 13170 Les Pennes-Mirabeau",Les Pennes-Mirabeau,13170,43.397757,5.323409
Molario & Delirio,"♫Musiques d'Amérique Latine♫",2025-04-12T19:30:00+02:00 -> 2025-04-12T23:30:00+02:00,samedi 12 avril 2025 - 19:30 ⤏ 23:30,samedi 12 avril 2025,La Grange du clos Ambroise,"335 chemin de Miramas Vieux à Lunard, 13140 Miramas",Miramas,13140,43.565707,5.029508
Denis BORTEK (JAD WIO),♫♫♫,2025-04-12T19:30:00+02:00 -> 2025-04-12T21:30:00+02:00,samedi 12 avril 2025 - 19:30 ⤏ 21:30,samedi 12 avril 2025,Lollipop Music Store,"2 BOULEVARD THEODORE THURNER, 13006 Marseille",Marseille,13006,43.291247,5.383259
KEMIA PARTY RAÏ & FUNK SOUNDSYSTEM,♫♫♫,2025-04-12T20:00:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 20:00 ⤏ 23:59,samedi 12 avril 2025,Twali,"57 Rue Bernard du Bois, 13001 Marseille",Marseille,13001,43.301672,5.376299
Jam Session Jazz Soul,♫♫♫,2025-04-12T20:00:00+02:00 -> 2025-04-12T23:30:00+02:00,samedi 12 avril 2025 - 20:00 ⤏ 23:30,samedi 12 avril 2025,Zoumaï,"7 Cours Gouffé, 13006 Marseille",Marseille,13006,43.286337,5.386619
CHRISTIAN LOFFLER,♫Musique électronique♫,2025-04-12T20:00:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:00 ⤏ 23:00,samedi 12 avril 2025,Espace Julien,"39 cours Julien, 13006 Marseille",Marseille,13006,43.29431,5.383435
MELTEM / KVÅRK / MONASTR,♫♫♫,2025-04-12T20:00:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:00 ⤏ 23:00,samedi 12 avril 2025,La salle gueule,"8 rue d'italie, 13006 Marseille",Marseille,13006,43.290571,5.38162
VOYAGE EN TERRE DE BLUES,♫♫♫,2025-04-12T20:00:00+02:00 -> 2025-04-12T22:00:00+02:00,samedi 12 avril 2025 - 20:00 ⤏ 22:00,samedi 12 avril 2025,Salle De Spectacles Guy Obino,"rue Roumanille, 13127 Vitrolles",Vitrolles,13127,43.456517,5.243586
DUBANKO & WOODY VIBES,♫♫♫,2025-04-12T20:00:00+02:00 -> 2025-04-12T22:00:00+02:00,samedi 12 avril 2025 - 20:00 ⤏ 22:00,samedi 12 avril 2025,La Rotonde (Chemin Du Mas De Lafont),13160 Chateaurenard,Châteaurenard,13160,43.882045,4.85568
Rue Oberkampf + Guest,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:59,samedi 12 avril 2025,Le Molotov,"3, place Paul Cezanne, 13006 Marseille",Marseille,13006,43.292708,5.383167
MARIO RAMSAMY,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:59:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:59,samedi 12 avril 2025,Cherrydon,"7 chemin de saint lambert, 13821 La Penne-sur-Huveaune",La Penne-sur-Huveaune,13821,43.285667,5.51729
The Waf,♫ROCK COVERBAND♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:00,samedi 12 avril 2025,LE REINE MERE,"105 Av. de Bredasque, 13090 Aix-en-Provence",Aix-en-Provence,13090,43.534108,5.415259
Étienne de Crécy,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:00,samedi 12 avril 2025,6Mic,"Chemin des Aubépines, 13090 Aix-en-Provence",Aix-en-Provence,13097,43.517428,5.424721
IRIS DUO,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:00,samedi 12 avril 2025,The Metropolitan Pub,24 boulevard Rabatau 13008 Marseille,Marseilla,13008,43.276886,5.398132
Chapter One & Yemango,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:00,samedi 12 avril 2025,Le 3C Café culturel citoyen,23 Boulevard Carnot  13100 Aix-en-Provence,Aix-en-Provence,13090,43.525847,5.454679
Styleto,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T23:00:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 23:00,samedi 12 avril 2025,le moulin,"47 boulevard Perrin, 13013 Marseille",Marseille,13013,43.319707,5.407249
VINCENT NICLO,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T22:30:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 22:30,samedi 12 avril 2025,le Silo,"35 quai du Lazaret, 13002 Marseille",Marseille,13002,43.310347,5.367188
Tassos et Evelise invite Rémi Foucrier,♫♫♫,2025-04-12T20:30:00+02:00 -> 2025-04-12T22:00:00+02:00,samedi 12 avril 2025 - 20:30 ⤏ 22:00,samedi 12 avril 2025,Ostau dau País Marselhés,"18 rue de l'Olivier, 13005 Marseille",Marseille,13005,43.294337,5.387829
Soirée Génération Rock,♫CLUBBING♫,2025-04-12T21:00:00+02:00 -> 2025-04-13T04:00:00+02:00,samedi 12 avril 2025 - 21:00 ⤏ 04:00,samedi 12 avril 2025,Sunset Café,"2,4 rue des muletiers, 13100 Aix-en-Provence",Aix-en-Provence,13090,43.529797,5.444539
Disquaire Day: DJ SET vinyls SPECIAL 50 ANS DE MOTORHEAD,♫♫♫,2025-04-12T21:00:00+02:00 -> 2025-04-13T01:30:00+02:00,samedi 12 avril 2025 - 21:00 ⤏ 01:30,samedi 12 avril 2025,La Maison Hantée,"10 rue Vian, 13006 Marseille",Marseille,13006,43.294517,5.383679
