ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
RTM-00002724;;Alpes Merle;43.30131, 5.415029;BOULEVARD DES ALPES  MARSEILLE 13012;;;0;;;2
RTM-00001427;;Amédée Autran;43.282099, 5.367535;;;;0;;;2
RTM-00001890;;Antide Boyer;43.265329, 5.408822;;;;0;;;2
RTM-00003699;;Archives Municipales;43.308919, 5.387063;;;;0;;;2
RTM-00003554;;Arenc Le Silo;43.313317, 5.368079;;;;0;;;1
RTM-00003795;;Arenc Mirabeau;43.312992, 5.3665477;BOULEVARD MIRABEAU  MARSEILLE 13002;;;0;;;1
RTM-00004306;;Aristarché;43.36168593, 5.35163462;DOMAINE BELLAVISTA  MARSEILLE 13015;;;0;;;2
RTM-00004310;;Aristarché;43.36146459, 5.35176605;DOMAINE BELLAVISTA  MARSEILLE 13015;;;0;;;2
RTM-00000544;;Arnavaux Jaurès;43.332597, 5.380561;;;;0;;;2
RTM-00000545;;Arnavaux Tisseron;43.332858, 5.378887;;;;0;;;2
RTM-00001952;;Aubert Coin Joli;43.263782, 5.404181;;;;0;;;2
RTM-00004358;;Audisio Valmalète;43.342174, 5.402405;IMPASSE DU BOIS CHENU  MARSEILLE 13014;;;0;;;1
RTM-00000529;;Auphan Félix Pyat;43.316668, 5.375036;18 RUE AUPHAN  MARSEILLE 13003;;;0;;;1
RTM-00000157;;Aygalades Village;43.353336, 5.367216;BOULEVARD DE LA PADOUANE  MARSEILLE 13015;;;0;;;1
RTM-00000179;;Aygalades Village;43.353412, 5.366689;;;;0;;;1
RTM-00003956;;Baille Castellane;43.286376, 5.384982;;;;0;;;1
RTM-00001228;;Baille Hôpital Conception;43.289427, 5.397094;BOULEVARD BAILLE  MARSEILLE 13005;;;0;;;2
RTM-00001229;;Baille Nègre;43.289764, 5.398434;;;;0;;;2
RTM-00001227;;Baille Vertus;43.288391, 5.39328;;;;0;;;2
RTM-00002147;;Bar 1900;43.337385, 5.452728;;;;0;;;2
RTM-00000724;;Bara Bessons;43.347863, 5.44807;;;;0;;;2
RTM-00000725;;Bara La Croix;43.349709, 5.443951;;;;0;;;2
RTM-00003874;;Bara Val de Gray;43.349028, 5.445017;;;;0;;;1
RTM-00003531;;Barbini Belle Vue;43.314117, 5.380369;;;;0;;;2
RTM-00000419;;Barbusse Colbert;43.29842459, 5.37416106;;;;0;;;1
RTM-00000738;;Barielle;43.33735584, 5.43230055;;;;0;;;2
RTM-00001875;;Barquière Martheline;43.246126, 5.398837;AVENUE DE LA BARQUIÈRE  MARSEILLE 13009;;;0;;;1
RTM-00000960;;Bastide Cazaulx;43.297755, 5.440513;;;;0;;;1
RTM-00000963;;Bastide Cazaulx;43.298324, 5.440259;;;;0;;;1
RTM-00002664;;Bd des Pins;43.277768, 5.42987;;;;0;;;1
RTM-00002666;;Bd des Pins;43.278058, 5.429743;9 TRAVERSE CHANTE PERDRIX  MARSEILLE 13010;;;0;;;2
RTM-00000025;;Bd Falcot;43.372984, 5.351682;;;;0;;;1
RTM-00000028;;Bd Falcot;43.373038, 5.350831;;;;0;;;2
RTM-00000864;;Beaumont Avenue du 24 Avril 19;43.309127, 5.438899;;;;0;;;2
RTM-00000822;;Beaumont Figone;43.308226, 5.435888;;;;0;;;2
RTM-00003388;;Belle de Mai;43.311094, 5.388821;;;;0;;;2
RTM-00002871;;Belle Ombre Romain Rolland;43.270193, 5.407934;;;;0;;;2
RTM-00000957;;Belle Vue;43.298469, 5.436492;61 RUE SAINT-JEAN-DU-DÉSERT  MARSEILLE 13012;;;0;;;1
RTM-00000966;;Belle Vue;43.298343, 5.436092;;;;0;;;2
RTM-00003951;;Belle Vue Barsotti;43.313235, 5.379365;;;;0;;;2
RTM-00003275;;Belsunce Alcazar;43.298525, 5.376773;;;;0;;;1
RTM-00004257;;Bernabo Littoral;43.336264, 5.3547;;;;0;;;2
RTM-00000613;;Berthe Sylva Valdonne;43.327202, 5.418927;;;;0;;;2
RTM-00000136;;Bertrandon;43.328981, 5.387738;;;;0;;;2
RTM-00004215;;Bianco Florian;43.287254, 5.425268;AVENUE DÉSIRÉ BIANCO  MARSEILLE 13010;;;0;;;2
RTM-00003160;;Bianco Mazenode;43.289411, 5.425857;;;;0;;;2
RTM-00003963;;Billoux Mairie 15-16;43.33263092, 5.36443949;;;;0;;;1
RTM-00004464;;Blancarde Duparc;43.30292, 5.400174;61 BOULEVARD DE LA BLANCARDE  MARSEILLE 13004;;;0;;;1
RTM-00000813;;Blancarde Progin;43.303407, 5.405051;;;;0;;;2
RTM-00000858;;Blancarde Progin;43.30349332, 5.40495301;;;;0;;;2
RTM-00001649;;Bois Fleury;43.270944, 5.42529;;;;0;;;2
RTM-00002972;;Bois Lemaître;43.320667, 5.432815;;;;0;;;2
RTM-00002165;;Bon Rencontre;43.352009, 5.47889;;;;0;;;2
RTM-00003713;;Bonnefoy Palais Omnisports;43.281463, 5.402203;;;;0;;;2
RTM-00003830;;Bonneterie;43.296763, 5.371628;9 RUE BONNETERIE  MARSEILLE 13002;;;0;;;1
RTM-00001922;;Bonneveine;43.247222, 5.382068;;;;0;;;2
RTM-00000926;;Booth Lecache;43.29611692, 5.44730365;AVENUE WILLIAM BOOTH  MARSEILLE 13011;;;0;;;1
RTM-00004176;;Bougainville;43.34344304, 5.46737481;avenue du canton vert allauch 13190 barrière poteau bus mpm;;;0;;;1
RTM-00001445;;Breteuil Delanglade;43.289559, 5.376076;;;;0;;;2
RTM-00001446;;Breteuil Dragon;43.28729186, 5.37702363;RUE BRETEUIL  MARSEILLE 13006;;;0;;;2
RTM-00001444;;Breteuil Puget;43.290644, 5.375594;;;;0;;;2
RTM-00000218;;Burel Plombières;43.315531, 5.388305;BOULEVARD BUREL  MARSEILLE 13014;;;0;;;2
RTM-00002995;;Bédoule Sauze;43.402643, 5.357103;;;;0;;;2
RTM-00001613;;Cabassud Timone;43.286031, 5.412936;;;;0;;;2
RTM-00003452;;Cade Mouton;43.33194807, 5.39230227;RUE CADE  MARSEILLE 13014;;;0;;;1
RTM-00000936;;Caillols Monette;43.3035, 5.439481;;;;0;;;2
RTM-00000916;;Caillols Parini;43.303492, 5.431113;;;;0;;;2
RTM-00000933;;Caillols Provence;43.303252, 5.449196;;;;0;;;2
RTM-00000917;;Caillols Rosière;43.304172, 5.434494;;;;0;;;2
RTM-00000938;;Caillols Rosière;43.304273, 5.434428;;;;0;;;2
RTM-00000921;;Caillols Vieux Moulin;43.302335, 5.445363;;;;0;;;2
RTM-00002360;;Callelongue;43.212648, 5.352956;BOULEVARD ALEXANDRE DELABRE  MARSEILLE 13008;;;0;;;2
RTM-00000539;;Calvet Jaloux;43.329357, 5.384852;;;;0;;;2
RTM-00000551;;Calvet Jaloux;43.329178, 5.384989;;;;0;;;2
RTM-00001216;;Camoins Les Bains;43.305535, 5.506381;;;;0;;;2
RTM-00001221;;Camoins Les Côteaux;43.307352, 5.508098;;;;0;;;2
RTM-00001181;;Camoins St Roch;43.300283, 5.514301;;;;0;;;2
RTM-00003564;;Campagne Bleue;43.37024, 5.308428;pas de trottoir;;;0;;;2
RTM-00004350;;Campus de Luminy;43.2312389, 5.4440072;;;;0;;;1
RTM-00004401;;Canebière Bourse;43.296791, 5.376246;1 RUE DE BIR-HAKEIM  MARSEILLE 13001;;;0;;;1
RTM-00004403;;Canebière Bourse;43.296702, 5.376682;RUE DES FABRES  MARSEILLE 13001;;;0;;;1
RTM-00004404;;Canebière Bourse;43.296603, 5.37674;RUE DES FABRES  MARSEILLE 13001;;;0;;;1
RTM-00004128;;Canebière Capucins;43.296923, 5.37887;;;;0;;;1
RTM-00003217;;Canebière Garibaldi;43.29771, 5.381626;;;;0;;;1
RTM-00000408;;Cantini Borde;43.279889, 5.394929;;;;0;;;2
RTM-00004364;;Canton Vert;43.338528, 5.474194;D44 F  ALLAUCH 13190;;;0;;;2
RTM-00000279;;Cap Pinède;43.32636792, 5.3585279;BOULEVARD DES BASSINS DE RADOUB  MARSEILLE 13002;;;0;;;2
RTM-00004305;;Cap Pinède Lyon;43.328516, 5.364527;AVENUE DU CAP-PINÈDE  MARSEILLE 13015;;;0;;;2
RTM-00001266;;Capelette Rabatau;43.283595, 5.400098;;;;0;;;2
RTM-00001314;;Capelette Rabatau;43.283709, 5.399904;;;;0;;;2
RTM-00002050;;Capitainerie;43.295418, 5.365549;;;;0;;;1
RTM-00003728;;Capitainerie;43.295422, 5.364636;;;;0;;;2
RTM-00002849;;Casanova Etats Unis;43.32510058, 5.37381707;;;;0;;;2
RTM-00003124;;Cassini;43.30592, 5.396778;;;;0;;;2
RTM-00003125;;Cassini;43.306053, 5.396762;;;;0;;;2
RTM-00002313;;Castellane;43.2851435, 5.384331;piv métro;;;0;;;2
RTM-00002467;;Castellane;43.286195, 5.384512;;;;0;;;2
RTM-00002532;;Castellane;43.28476324, 5.38542811;double arrêt 128/212;;;0;;;1
RTM-00000124;;Castellas Les Lions;43.349444, 5.375116;;;;0;;;2
RTM-00004270;;Castors Isabella;43.405665, 5.348457;CASTORS ISABELLA  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00004279;;Castors Isabella;43.4056, 5.347849;CASTORS ISABELLA  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00002990;;Castors Isabella Sud;43.403718, 5.351196;;;;0;;;2
RTM-00004269;;Castors Isabella Sud;43.403746, 5.35127;CASTORS ISABELLA  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00001398;;Catalans;43.288948, 5.35497;;;;0;;;2
RTM-00000981;;CC Le Merlan;43.32858919, 5.39946224;double abrit 392/099;;;0;;;1
RTM-00001855;;CC Sormiou;43.232401, 5.400069;CHEMIN DE SORMIOU  MARSEILLE 13009;;;0;;;1
RTM-00001868;;CC Sormiou;43.232745, 5.4001;;;;0;;;1
RTM-00004333;;CC St Loup;43.27739647, 5.42749128;;;;0;;;0
RTM-00004467;;CC St Loup;43.277265, 5.427283;;;;0;;;1
RTM-00001778;;CC Valmante;43.24574783, 5.41548997;AVENUE DU MARÉCHAL DE LATTRE DE TASSIGNY  MARSEILLE 13009;;;0;;;1
RTM-00000751;;Centre Gérontologique;43.311429, 5.410063;;;;0;;;2
RTM-00000801;;Centre Gérontologique;43.311339, 5.409731;;;;0;;;2
RTM-00000958;;Centre Social;43.297803, 5.438005;;;;0;;;2
RTM-00002888;;CFA Corot;43.33287675, 5.36779225;Avenue des aygalades  MARSEILLE 13015;;;0;;;2
RTM-00001690;;Chante Perdrix;43.276151, 5.432041;;;;0;;;2
RTM-00002719;;Charbonnelle Trévaresse;43.297763, 5.416937;BOULEVARD DE LA CHARBONNELLE  MARSEILLE 13012;;;0;;;2
RTM-00002727;;Charbonnelle Trévaresse;43.297612, 5.416885;BOULEVARD DE LA CHARBONNELLE  MARSEILLE 13012;;;0;;;2
RTM-00001101;;Chartreux Pierre Roche;43.309652, 5.400645;;;;0;;;2
RTM-00000162;;Chemin de la Mûre;43.35869004, 5.36533272;CHEMIN DE LA MÛRE  MARSEILLE 13015;;;0;;;2
RTM-00001002;;Chemin de St Antoine;43.348865, 5.374676;;;;0;;;2
RTM-00002791;;Chemin du Passet;43.36056, 5.334344;;;;0;;;2
RTM-00002750;;Château des Martégaux;43.32425, 5.443213;;;;0;;;2
RTM-00000681;;Château Gombert;43.35352244, 5.43828607;;;;0;;;1
RTM-00001969;;Château Sec;43.25573, 5.406914;;;;0;;;2
RTM-00001683;;Château St Loup;43.274677, 5.434351;;;;0;;;1
RTM-00000105;;Cimetière du Canet;43.325582, 5.379889;;;;0;;;2
RTM-00000141;;Cimetière du Canet;43.325634, 5.38008;;;;0;;;2
RTM-00003267;;Cinq Avenues;43.302338, 5.397134;AVENUE DU MARÉCHAL FOCH  MARSEILLE 13004;;;0;;;1
RTM-00002281;;Cinq Avenues Longchamp;43.3041025, 5.396111;;;;0;;;2
RTM-00002296;;Cinq Avenues Longchamp;43.3040585, 5.3961085;;;;0;;;2
RTM-00002041;;Cité Chutes Lavie;43.316802, 5.396952;;;;0;;;2
RTM-00002884;;Cité La Marie Haute;43.328097, 5.454252;;;;0;;;2
RTM-00001663;;Claudel Mairie 9-10;43.268356, 5.413889;149 BOULEVARD PAUL CLAUDEL  MARSEILLE 13010;;;0;;;1
RTM-00001918;;Clot Bey Leau;43.255482, 5.382209;;;;0;;;2
RTM-00000456;;Clovis Hugues;43.311344, 5.384393;;;;0;;;1
RTM-00001239;;Collet des Comtes;43.299256, 5.45515;AVENUE DES BUTRIS  MARSEILLE 13011;;;0;;;2
RTM-00000247;;Collège Arthur Rimbaud;43.343337, 5.347685;284 CHEMIN DU LITTORAL  MARSEILLE 13015;;;0;;;2
RTM-00002862;;Collège Chape;43.298925, 5.389504;;;;0;;;1
RTM-00004167;;Collège Gyptis;43.2636938, 5.4196975;RÉSIDENCE FRONTENAC  MARSEILLE 13009;;;0;;;2
RTM-00000773;;Collège Jacques Prévert;43.325586, 5.430837;poubelle coupée;;;0;;;1
RTM-00003977;;Collège Jean Moulin;43.366218, 5.356878;;;;0;;;1
RTM-00004015;;Collège Jean Moulin;43.365108, 5.356883;;;;0;;;1
RTM-00002841;;Collège Malraux;43.34276, 5.446559;RUE AUGUSTIN FRESNEL  MARSEILLE 13013;;;0;;;1
RTM-00004076;;Collège Malraux;43.342877, 5.446143;;;;0;;;1
RTM-00001996;;Collège Menu;43.257439, 5.41021;;;;0;;;2
RTM-00002154;;Collège Olympe de Gouges;43.352946, 5.467182;;;;0;;;2
RTM-00001853;;Collège Roy d'Espagne;43.240925, 5.397056;;;;0;;;2
RTM-00001870;;Collège Roy d'Espagne;43.241327, 5.397203;;;;0;;;2
RTM-00003695;;Collège Roy d'Espagne;43.24161, 5.396181;;;;0;;;1
RTM-00000765;;Compadieu;43.318934, 5.433636;AVENUE JEAN COMPADIEU  MARSEILLE 13012;;;0;;;1
RTM-00000787;;Compadieu;43.319311, 5.433564;AVENUE JEAN COMPADIEU  MARSEILLE 13012;;;0;;;1
RTM-00000856;;Compassion;43.304157, 5.410836;;;;0;;;2
RTM-00000891;;Comtesse Clinique;43.315814, 5.447472;;;;0;;;2
RTM-00001992;;Concorde Obélisque;43.250316, 5.403259;;;;0;;;2
RTM-00000295;;Condorcet Picaron;43.357814, 5.338898;;;;0;;;1
RTM-00000317;;Condorcet Picaron;43.357677, 5.338875;;;;0;;;2
RTM-00000294;;Consolat;43.350647, 5.350441;;;;0;;;2
RTM-00000734;;Consolation Balustres;43.339873, 5.421173;;;;0;;;2
RTM-00002226;;Corbières Base Nautique;43.359962, 5.293533;ABS trottoir;;;0;;;1
RTM-00001418;;Corniche Audeoud;43.28965101, 5.35699368;;;;0;;;1
RTM-00002076;;Corniche Napoule;43.274655, 5.36098;;;;0;;;1
RTM-00002073;;Corniche Talabot;43.268885, 5.370017;;;;0;;;1
RTM-00001145;;Corot Lacordaire;43.322677, 5.406711;;;;0;;;2
RTM-00001150;;Corot Monet;43.32688498, 5.39621562;;;;0;;;2
RTM-00000127;;Coxe Mairie 13-14;43.345921, 5.380147;;;;0;;;1
RTM-00000457;;Cristofol Auzias;43.310648, 5.381671;;;;0;;;2
RTM-00000458;;Cristofol National;43.309989, 5.379817;;;;0;;;2
RTM-00003833;;Dames Schuman;43.302917, 5.366997;BOULEVARD DES DAMES  MARSEILLE 13002;;;0;;;2
RTM-00001107;;Daudet Michel;43.320953, 5.410292;;;;0;;;2
RTM-00001106;;Daudet St Just;43.319162, 5.408459;;;;0;;;2
RTM-00003642;;De Roux Crémieux;43.338146, 5.44852;pas de trottoir;;;0;;;2
RTM-00001458;;Delanglade;43.288561, 5.373275;;;;0;;;2
RTM-00001268;;Delessert;43.281297, 5.405278;;;;0;;;1
RTM-00001312;;Delessert;43.2814484, 5.40516076;;;;0;;;1
RTM-00000580;;Delprat Vallon Vert;43.334972, 5.453028;;;;0;;;2
RTM-00000496;;Demandolx;43.33350439, 5.35848041;;;;0;;;2
RTM-00004084;;Docks;43.308803, 5.366647;;;;0;;;1
RTM-00004091;;Donadille;43.346118, 5.429969;pas de trottoir;;;0;;;2
RTM-00002035;;Duparc Montolivet;43.308291, 5.402445;;;;0;;;1
RTM-00004211;;Eden Roc;43.277064, 5.377758;;;;0;;;2
RTM-00003941;;Einstein Parking Relais;43.345708, 5.448497;;;;0;;;1
RTM-00000831;;Enco de Botte Tr.de la Salette;43.313677, 5.465982;arrêt recrée suite à bug;;;0;;;1
RTM-00000838;;Enco de Botte Tr.de la Salette;43.313256, 5.46547;arrêt recrée suite à bug;;;0;;;1
RTM-00001545;;Endoume Bensa;43.283827, 5.353377;;;;0;;;2
RTM-00001550;;Endoume Bompard;43.28484118, 5.35947015;;;;0;;;2
RTM-00001476;;Endoume Tellène;43.28771531, 5.36604025;;;;0;;;2
RTM-00001544;;Endoume Vallon des Auffes;43.28392933, 5.35573704;;;;0;;;2
RTM-00001188;;Eoures Notre Dame;43.300496, 5.518317;;;;0;;;2
RTM-00001187;;Eoures Village;43.301279, 5.520652;;;;0;;;2
RTM-00001730;;Escale Borély;43.25518742, 5.3765345;;;;0;;;1
RTM-00002356;;Escalette;43.225213, 5.348389;CHEMIN DES GOUDES  MARSEILLE 13008;;;0;;;2
RTM-00001466;;Escalier Notre Dame;43.284941, 5.371095;entrée basilique notre dame de la garde (avant portail) esplanade sans trottoir;;;0;;;2
RTM-00000261;;Espace Mistral;43.362064, 5.309938;nom sur abri. manque n95 poto;;;0;;;2
RTM-00000263;;Estaque Port;43.359911, 5.315138;D568  MARSEILLE 13016;;;0;;;1
RTM-00004141;;Estaque Riaux;43.3619359, 5.30318243;;;;0;;;2
RTM-00002286;;Estrangin;43.29031, 5.3779635;;;;0;;;2
RTM-00001503;;Estrangin Colonies;43.277005, 5.37269;;;;0;;;2
RTM-00001513;;Estrangin Colonies;43.276813, 5.372589;BOULEVARD GEORGES ESTRANGIN  MARSEILLE 13007;;;0;;;2
RTM-00001512;;Estrangin Célina;43.276501, 5.371307;BOULEVARD GEORGES ESTRANGIN  MARSEILLE 13007;;;0;;;2
RTM-00001406;;Estrangin Puget;43.29036948, 5.37750989;;;;0;;;2
RTM-00001511;;Estrangin Roucas;43.278604, 5.368589;;;;0;;;2
RTM-00003044;;Eugène Michel;43.399291, 5.355312;abs sigep et trottoir;;;0;;;2
RTM-00003045;;Eugène Michel;43.399705, 5.355572;abs sigep. abs trottoir;;;0;;;2
RTM-00003411;;Eugène Pierre;43.295118, 5.389714;;;;0;;;1
RTM-00003464;;Eugène Pierre;43.29525, 5.38959;;;;0;;;1
RTM-00003610;;Euromed Arenc;43.312681, 5.368575;BOULEVARD DE PARIS  MARSEILLE 13003;;;0;;;1
RTM-00002788;;Eydoux Monjarde;43.362092, 5.329086;;;;0;;;2
RTM-00002790;;Eydoux Pelouque;43.362644, 5.335631;;;;0;;;2
RTM-00003836;;Faculté St Charles;43.304364, 5.378504;PLACE VICTOR HUGO  MARSEILLE 13003;;;0;;;1
RTM-00003894;;Fenouil Cerisier;43.358322, 5.319496;;;;0;;;2
RTM-00001270;;Fifi Turin;43.279078, 5.412602;;;;0;;;2
RTM-00000305;;Fillat Falaise;43.36354, 5.30935;;;;0;;;2
RTM-00000307;;Fillat Falaise;43.363469, 5.309355;;;;0;;;2
RTM-00000549;;Finat Duclos;43.33238, 5.382664;;;;0;;;2
RTM-00002566;;Flammarion Cassini;43.307237, 5.395599;BOULEVARD CAMILLE FLAMMARION  MARSEILLE 13004;;;0;;;2
RTM-00000472;;Flammarion Isoard;43.304191, 5.388447;24 BOULEVARD CAMILLE FLAMMARION  MARSEILLE 13001;;;0;;;2
RTM-00001575;;Flammarion Siphon;43.30817, 5.396144;BOULEVARD CAMILLE FLAMMARION  MARSEILLE 13004;;;0;;;1
RTM-00004226;;Florian Mireille Lauze;43.285197, 5.425044;A50  MARSEILLE 13010;;;0;;;2
RTM-00003133;;Foch 5 Avenues;43.301969, 5.397687;4 AVENUE DU MARÉCHAL FOCH  MARSEILLE 13004;;;0;;;1
RTM-00003527;;Foch 5 Avenues;43.302091, 5.397496;départ foch 5 avenue ligne 6;;;0;;;1
RTM-00000256;;Fontaine des Tuiles;43.3591771, 5.3179043;;;;0;;;1
RTM-00004180;;Foresta;43.36604625, 5.35396784;AVENUE MILLIE MATHYS  MARSEILLE 13015;;;0;;;2
RTM-00001004;;Forge Dolet;43.337715, 5.394328;;;;0;;;2
RTM-00001449;;Fort du Sanctuaire;43.282955, 5.374424;;;;0;;;2
RTM-00001464;;Fort du Sanctuaire Notre Dame;43.284031, 5.372824;;;;0;;;2
RTM-00000582;;Fournacle Les Aurengues;43.332167, 5.456573;;;;0;;;2
RTM-00000584;;Fournacle Les Aurengues;43.332242, 5.45681;;;;0;;;2
RTM-00002292;;Frais Vallon;43.325467, 5.423258;;;;0;;;2
RTM-00000780;;Frais Vallon Les Roses;43.324397, 5.435666;;;;0;;;2
RTM-00001370;;Gare de la Barasse;43.285122, 5.482977;BOULEVARD DE LA BARASSE  MARSEILLE 13011;;;0;;;1
RTM-00003396;;Gare de la Pomme;43.290455, 5.43985;BOULEVARD PIERRE MÉNARD  MARSEILLE 13011;;;0;;;1
RTM-00003978;;Gare de St Antoine;43.36963096, 5.35642897;;;;0;;;1
RTM-00004014;;Gare de St Antoine;43.36949732, 5.35633133;;;;0;;;1
RTM-00003826;;Gare Maritime Internationale;43.30129, 5.364076;;;;0;;;1
RTM-00000944;;Garlaban Cauvin;43.298168, 5.417438;;;;0;;;2
RTM-00003740;;Garoutte Gavoty;43.308493, 5.413675;;;;0;;;2
RTM-00003358;;George Verdun;43.296479, 5.397736;RUE GEORGE  MARSEILLE 13005;;;0;;;1
RTM-00000556;;Gibbes Bon Secours;43.320128, 5.380425;33 CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00000332;;Gibbes Calvet;43.332263, 5.386305;RUE JEAN QUEILLAU  MARSEILLE 13014;;;0;;;1
RTM-00000365;;Gibbes Calvet;43.331607, 5.387182;RUE JEAN QUEILLAU  MARSEILLE 13014;;;0;;;1
RTM-00000552;;Gibbes D'Artagnan;43.32668791, 5.38405046;178 CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00000536;;Gibbes Moretti;43.324186, 5.382286;;;;0;;;2
RTM-00002271;;Gibbes Plombières;43.31913637, 5.37956715;7 CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00000538;;Gibbes Rouffe;43.328483, 5.38519;CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00004244;;Gibbes Rouffe;43.32821724, 5.38491686;215 CHEMIN DE GIBBES  MARSEILLE 13014;;;0;;;2
RTM-00002639;;Grand Littoral Nord;43.365229, 5.347455;;;;0;;;2
RTM-00002648;;Grand Littoral Nord;43.365008, 5.34753;;;;0;;;2
RTM-00001893;;Grand Pré;43.26129598, 5.41475773;328 BOULEVARD DE SAINTE-MARGUERITE  MARSEILLE 13009;;;0;;;1
RTM-00001840;;Grand St Giniez;43.264554, 5.391663;AVENUE DE MAZARGUES  MARSEILLE 13008;;;0;;;2
RTM-00001884;;Grand St Giniez;43.26518, 5.390873;;;;0;;;2
RTM-00000228;;Grande Armée;43.300166, 5.38426;RUE DE LA GRANDE ARMÉE  MARSEILLE 13001;;;0;;;2
RTM-00001293;;Granière Rente;43.287514, 5.458582;;;;0;;;2
RTM-00000703;;Grottes Loubière;43.351496, 5.433362;;;;0;;;2
RTM-00001454;;Guadeloupe Martinique;43.281922, 5.374328;;;;0;;;2
RTM-00004190;;Guidicelli Charras;43.284938, 5.357659;;;;0;;;2
RTM-00001564;;Guigou;43.313773, 5.397309;;;;0;;;1
RTM-00003592;;Guéridon;43.331172, 5.486087;63 AVENUE DE PROVENCE  ALLAUCH 13190;;;0;;;2
RTM-00000949;;Haguenau Alaska;43.303554, 5.413167;;;;0;;;2
RTM-00001877;;Hambourg Lancier;43.247413, 5.39308;141 AVENUE DE HAMBOURG  MARSEILLE 13008;;;0;;;2
RTM-00003842;;Hangar J1;43.303396, 5.365636;;;;0;;;1
RTM-00003049;;Haut de la Rougière;43.386991, 5.37843;pas de sigep. ancien affichage;;;0;;;2
RTM-00002716;;Haïti Garguier;43.297215, 5.407921;;;;0;;;2
RTM-00001767;;HLM de Luminy;43.242633, 5.438127;;;;0;;;1
RTM-00000158;;HLM Les Aygalades;43.353194, 5.370205;;;;0;;;2
RTM-00003751;;Honnorat Crimée;43.304959, 5.382746;ligne 533 et 582;;;0;;;2
RTM-00001231;;Hôpital de la Timone;43.291825, 5.402695;D2  MARSEILLE 13005;;;0;;;1
RTM-00003917;;Hôpital Européen;43.310212, 5.373445;;;;0;;;1
RTM-00002517;;Hôpital Laveran;43.327304, 5.413779;BOULEVARD LAVERAN  MARSEILLE 13013;;;0;;;2
RTM-00004108;;Hôpital Nord;43.377058, 5.363905;départ/terminus ligne 121/122;;;0;;;2
RTM-00003987;;Hôpital Nord Urgences;43.379437, 5.361401;1 CHEMIN DES BOURRELY  MARSEILLE 13015;;;0;;;1
RTM-00004005;;Hôpital Nord Urgences;43.379474, 5.361595;;;;0;;;1
RTM-00000436;;Hôtel de Ville;43.296227, 5.371023;;;;0;;;1
RTM-00000468;;Hôtel de Ville;43.296161, 5.371246;;;;0;;;1
RTM-00001803;;Jardin Bortoli;43.248666, 5.39772;;;;0;;;2
RTM-00003419;;Jean Martin;43.295964, 5.401652;;;;0;;;1
RTM-00000874;;Jean Rameau;43.307131, 5.4183;RUE JEAN RAMEAU  MARSEILLE 13012;;;0;;;2
RTM-00000444;;Joliette;43.304454, 5.36708;;;;0;;;2
RTM-00003790;;Joliette;43.305158, 5.366492;ligne 35;;;0;;;1
RTM-00003824;;Joliette;43.305287, 5.365706;ligne 49;;;0;;;1
RTM-00004570;;Joliette;43.30500121, 5.3652085;Bus Relais M2 - Nuits Longues NEOMMA;;;0;;;2
RTM-00000770;;Jonquilles Lotus;43.321212, 5.438715;CHEMIN DES JONQUILLES  MARSEILLE 13012;;;0;;;2
RTM-00000782;;Jonquilles Lotus;43.320815, 5.438799;178 CHEMIN DES JONQUILLES  MARSEILLE 13012;;;0;;;1
RTM-00000771;;Jonquilles Maurelle;43.322345, 5.438207;;;;0;;;2
RTM-00003382;;Jourdan Bonnardel;43.311454, 5.387459;;;;0;;;2
RTM-00002308;;Jules Guesde;43.301957, 5.374025;;;;0;;;2
RTM-00001461;;Jules Moulet Aune;43.289104, 5.371956;6 RUE JULES MOULET  MARSEILLE 13006;;;0;;;2
RTM-00000899;;Kaddouz Aiguillette;43.311719, 5.428984;;;;0;;;2
RTM-00000767;;Kaddouz Beaumont;43.317548, 5.438673;;;;0;;;2
RTM-00000882;;Kaddouz Mazarade;43.314645, 5.433188;;;;0;;;2
RTM-00000898;;Kaddouz Sables Jaunes;43.312639, 5.430574;;;;0;;;2
RTM-00003654;;Keynes Langevin;43.343137, 5.432819;pas de trottoir.piste cyclable;;;0;;;2
RTM-00003661;;Keynes Langevin;43.343062, 5.433028;pas de trottoir.piste cyclable;;;0;;;2
RTM-00001174;;L'Audience;43.296336, 5.485864;;;;0;;;2
RTM-00002196;;L'Elysée;43.351219, 5.471905;AVENUE FRÉDÉRIC MISTRAL  PLAN-DE-CUQUES 13380;;;0;;;2
RTM-00004505;;L'Estaque;43.36243915, 5.31869123;;;;0;;;1
RTM-00000173;;L'Hermitage Jean Moulin;43.361651, 5.362553;;;;0;;;1
RTM-00004272;;L'Oliveraie;43.379982, 5.354635;59 AVENUE ANNE-MARIE  MARSEILLE 13015;;;0;;;2
RTM-00003626;;L'Ouvière;43.327837, 5.490724;LOTISSEMENT DOMAINE L'OUVIERE  ALLAUCH 13190;;;0;;;2
